Year,Round,Day,Date,Time,Home,H_PTS,Away,A_PTS,Referee/s,Stadium,Crowd,delete
2016,Round 20,Thu,Jul 21st,7:50pm,North Queensland,36,Canterbury,0,"J. Maxwell, G. Reynolds",1300SMILES,"11,630",
2016,Round 20,Fri,Jul 22nd,7:50pm,Brisbane,12,Penrith,31,"M. Noyen, M. Cecchin",Suncorp,"30,878",
2016,Round 20,Sat,Jul 23rd,3:00pm,Canberra,26,Warriors,22,"C. Sutton, C. James",GIO Stadium,"9,471",
2016,Round 20,Sat,Jul 23rd,5:30pm,Gold Coast Titans,34,Parramatta,14,"G. Atkins, C. Sutton",CBUS,"15,273",
2016,Round 20,Sat,Jul 23rd,7:30pm,Melbourne,26,Sydney,10,"G. Badger, A. Devcich",AAMI Park,"12,604",
2016,Round 20,Sun,Jul 24th,2:00pm,Cronulla,36,Newcastle,4,"D. Munro, A. Shortall",Southern Cross,"16,882",
2016,Round 20,Sun,Jul 24th,4:00pm,St George Illawarra,12,Wests Tigers,25,"A. Klein, A. Gee",ANZ,"15,087",
2016,Round 20,Mon,Jul 25th,7:00pm,South Sydney,12,Manly Warringah,20,"H. Perenara, C. Butler",Allianz,"8,273",
2016,Round 21,Thu,Jul 28th,7:50pm,Sydney,32,Brisbane,16,"A. Klein, A. Gee",Allianz,"6,308",
2016,Round 21,Fri,Jul 29th,7:50pm,Canterbury,13,St George Illawarra,10,"M. Cecchin, C. James",ANZ,"15,008",
2016,Round 21,Sat,Jul 30th,7:30pm,North Queensland,8,Melbourne,16,"B. Cummins, D. Munro",1300SMILES,"20,256",
2016,Round 21,Sat,Jul 30th,5:30pm,Parramatta,8,Wests Tigers,23,"H. Perenara, C. Butler",ANZ,"14,428",
2016,Round 21,Sat,Jul 30th,5:00pm,Warriors,20,Penrith,16,"G. Atkins, C. Sutton",Mt Smart,"13,026",
2016,Round 21,Sun,Jul 31st,4:00pm,Manly Warringah,36,Newcastle,16,"G. Badger, A. Devcich",Brookvale,"11,222",
2016,Round 21,Sun,Jul 31st,2:00pm,South Sydney,4,Canberra,54,"J. Maxwell, G. Reynolds",ANZ,"10,076",
2016,Round 21,Mon,Aug 1st,7:00pm,Gold Coast Titans,18,Cronulla,18,"G. Sutton, A. Shortall",CBUS,"14,918",
2016,Round 22,Thu,Aug 4th,7:50pm,St George Illawarra,8,Brisbane,12,"B. Cummins, D. Munro",WIN Stadium,"5,662",
2016,Round 22,Fri,Aug 5th,7:50pm,Parramatta,10,Manly Warringah,9,"M. Cecchin, C. James",Pirtek Stadium,"8,143",
2016,Round 22,Sat,Aug 6th,5:30pm,Cronulla,14,Canberra,30,"A. Klein, A. Gee",Southern Cross,"15,133",
2016,Round 22,Sat,Aug 6th,7:30pm,Melbourne,15,South Sydney,14,"G. Atkins, C. Sutton",AAMI Park,"13,569",
2016,Round 22,Sat,Aug 6th,3:00pm,Newcastle,14,Canterbury,28,"H. Perenara, C. Butler",Hunter,"13,318",
2016,Round 22,Sun,Aug 7th,2:00pm,Gold Coast Titans,14,Warriors,24,"J. Maxwell, G. Reynolds",CBUS,"25,109",
2016,Round 22,Sun,Aug 7th,4:00pm,Wests Tigers,26,North Queensland,14,"G. Sutton, A. Shortall",Leichhardt,"14,246",
2016,Round 22,Mon,Aug 8th,7:00pm,Penrith,38,Sydney,18,"G. Badger, A. Devcich",Pepper Stadium,"9,653",
2016,Round 23,Thu,Aug 11th,7:50pm,Canterbury,20,Manly Warringah,16,"A. Klein, A. Gee",ANZ,"10,290",
2016,Round 23,Fri,Aug 12th,7:50pm,Brisbane,38,Parramatta,16,"G. Atkins, A. Shortall",Suncorp,"30,189",
2016,Round 23,Sat,Aug 13th,7:30pm,St George Illawarra,32,Cronulla,18,"G. Sutton, C. Butler",WIN Jubilee,"13,167",
2016,Round 23,Sat,Aug 13th,7:30pm,Warriors,22,South Sydney,41,"H. Perenara, C. James",Mt Smart,"17,409",
2016,Round 23,Sat,Aug 13th,3:00pm,Wests Tigers,18,Gold Coast Titans,19,"B. Cummins, G. Badger",Campbelltown,"16,783",
2016,Round 23,Sun,Aug 14th,2:00pm,Newcastle,6,Penrith,42,"D. Munro, A. Devcich",Hunter,"13,771",
2016,Round 23,Sun,Aug 14th,4:00pm,Sydney,22,North Queensland,10,"J. Maxwell, G. Reynolds",Allianz,"8,760",
2016,Round 23,Mon,Aug 15th,7:00pm,Canberra,22,Melbourne,8,"M. Cecchin, C. Sutton",GIO Stadium,"15,707",
2016,Round 24,Thu,Aug 18th,7:50pm,Brisbane,20,Canterbury,10,"G. Sutton, C. Butler",Suncorp,"27,746",
2016,Round 24,Fri,Aug 19th,7:50pm,Penrith,40,Wests Tigers,10,"J. Maxwell, G. Reynolds",Pepper Stadium,"14,876",
2016,Round 24,Sat,Aug 20th,5:30pm,Manly Warringah,18,Melbourne,38,"H. Perenara, C. James",Brookvale,"8,241",
2016,Round 24,Sat,Aug 20th,3:00pm,Newcastle,6,Gold Coast Titans,26,"G. Atkins, C. Sutton",Hunter,"10,960",
2016,Round 24,Sat,Aug 20th,7:30pm,North Queensland,34,Warriors,6,"A. Klein, A. Gee",1300SMILES,"15,676",
2016,Round 24,Sun,Aug 21st,2:00pm,Canberra,28,Parramatta,18,"D. Munro, A. Shortall",GIO Stadium,"18,825",
2016,Round 24,Sun,Aug 21st,4:00pm,Sydney,42,St George Illawarra,6,"M. Cecchin, T. Roby",Allianz,"11,486",
2016,Round 24,Mon,Aug 22nd,7:00pm,South Sydney,12,Cronulla,6,"B. Cummins, G. Badger",ANZ,"7,588",
2016,Round 25,Thu,Aug 25th,7:50pm,Canterbury,16,North Queensland,24,"J. Maxwell, C. James",Belmore,"10,144",
2016,Round 25,Fri,Aug 26th,7:50pm,Melbourne,16,Brisbane,26,"A. Klein, G. Badger",AAMI Park,"20,263",
2016,Round 25,Sat,Aug 27th,7:30pm,Cronulla,37,Sydney,12,"M. Cecchin, D. Munro",Southern Cross,"14,457",
2016,Round 25,Sat,Aug 27th,5:30pm,Gold Coast Titans,14,Penrith,15,"G. Atkins, C. Sutton",CBUS,"18,288",
2016,Round 25,Sat,Aug 27th,3:00pm,Manly Warringah,30,Canberra,44,"B. Cummins, T. Roby",Brookvale,"11,137",
2016,Round 25,Sun,Aug 28th,4:00pm,Newcastle,12,South Sydney,34,"H. Perenara, J. Stone",Hunter,"15,212",
2016,Round 25,Sun,Aug 28th,4:00pm,Warriors,24,Wests Tigers,36,"G. Sutton, A. Shortall",Mt Smart,"14,020",
2016,Round 25,Mon,Aug 29th,7:00pm,Parramatta,30,St George Illawarra,18,"A. Gee, G. Reynolds",Pirtek Stadium,"13,553",
2016,Round 26,Thu,Sep 1st,7:50pm,Brisbane,24,Sydney,14,"B. Cummins, G. Atkins",Suncorp,"37,566",
2016,Round 26,Fri,Sep 2nd,7:50pm,Canterbury,10,South Sydney,28,"A. Klein, G. Badger",ANZ,"14,731",
2016,Round 26,Sat,Sep 3rd,7:30pm,Melbourne,26,Cronulla,6,"G. Sutton, A. Shortall",AAMI Park,"24,135",
2016,Round 26,Sat,Sep 3rd,5:30pm,North Queensland,32,Gold Coast Titans,16,"M. Cecchin, D. Munro",1300SMILES,"21,495",
2016,Round 26,Sat,Sep 3rd,3:00pm,St George Illawarra,28,Newcastle,26,"H. Perenara, M. Noyen",WIN Jubilee,"8,726",
2016,Round 26,Sun,Sep 4th,6:30pm,Penrith,36,Manly Warringah,6,"G. Atkins, C. Sutton",Pepper Stadium,"15,411",
2016,Round 26,Sun,Sep 4th,6:00pm,Warriors,18,Parramatta,40,"A. Gee, G. Reynolds",Mt Smart,"11,129",
2016,Round 26,Sun,Sep 4th,2:00pm,Wests Tigers,10,Canberra,52,"J. Maxwell, C. James",Leichhardt,"18,634",
2016,Qualif Final,Fri,Sep 9th,7:55pm,Brisbane,44,Gold Coast Titans,28,"G. Sutton, G. Badger",Suncorp,"43,170",
2016,Qualif Final,Sat,Sep 10th,5:35pm,Canberra,14,Cronulla,16,"M. Cecchin, A. Shortall",GIO Stadium,"25,592",
2016,Qualif Final,Sat,Sep 10th,7:55pm,Melbourne,16,North Queensland,10,"B. Cummins, G. Atkins",AAMI Park,"21,233",
2016,Qualif Final,Sun,Sep 11th,4:10pm,Penrith,28,Canterbury,12,"J. Maxwell, C. James",Allianz,"22,631",
2016,Semi Final,Fri,Sep 16th,7:55pm,North Queensland,26,Brisbane,20,"M. Cecchin, A. Shortall",1300SMILES,"23,804",
2016,Semi Final,Sat,Sep 17th,7:45pm,Canberra,22,Penrith,12,"B. Cummins, B. Sutton",GIO Stadium,"21,498",
2016,Prelim Final,Fri,Sep 23rd,7:55pm,Cronulla,32,North Queensland,20,"B. Cummins, G. Sutton",Allianz,"36,717",
2016,Prelim Final,Sat,Sep 24th,7:55pm,Melbourne,14,Canberra,12,"M. Cecchin, A. Shortall",AAMI Park,"28,161",
2016,Grand Final,Sun,Oct 2nd,7:28pm,Cronulla,14,Melbourne,12,"M. Cecchin, B. Cummins",ANZ,"83,625",
2017,Round 1,Thu,Mar 2nd,8:05pm,Cronulla,18,Brisbane,26,"M. Cecchin, A. Shortall",Southern Cross,"11,493",
2017,Round 1,Fri,Mar 3rd,6:00pm,Canterbury,6,Melbourne,12,"G. Sutton, M. Noyen",Belmore,"8,712",
2017,Round 1,Fri,Mar 3rd,8:05pm,South Sydney,18,Wests Tigers,34,"A. Klein, C. James",ANZ,"16,970",
2017,Round 1,Sat,Mar 4th,8:00pm,Gold Coast Titans,18,Sydney,32,"G. Badger, J. Stone",CBUS,"13,933",
2017,Round 1,Sat,Mar 4th,6:00pm,North Queensland,20,Canberra,16,"B. Cummins, C. Sutton",1300SMILES,"17,548",
2017,Round 1,Sat,Mar 4th,4:30pm,St George Illawarra,42,Penrith,10,"H. Perenara, P. Gough",UOW Jubilee,"7,283",
2017,Round 1,Sun,Mar 5th,4:00pm,Manly Warringah,12,Parramatta,20,"G. Atkins, C. Butler",Lottoland,"11,318",
2017,Round 1,Sun,Mar 5th,4:00pm,Warriors,26,Newcastle,22,"D. Munro, A. Shortall",Mt Smart,"13,712",
2017,Round 2,Thu,Mar 9th,8:05pm,Sydney,28,Canterbury,24,"B. Cummins, C. Sutton",Allianz,"13,505",
2017,Round 2,Fri,Mar 10th,7:05pm,Brisbane,20,North Queensland,21,"M. Cecchin, A. Shortall",Suncorp,"47,703",
2017,Round 2,Fri,Mar 10th,8:00pm,Warriors,10,Melbourne,26,"G. Atkins, C. Butler",Mt Smart,"9,811",
2017,Round 2,Sat,Mar 11th,7:30pm,Canberra,16,Cronulla,42,"A. Klein, C. James",GIO Stadium,"15,807",
2017,Round 2,Sat,Mar 11th,5:30pm,Manly Warringah,18,South Sydney,38,"G. Badger, J. Stone",Lottoland,"10,183",
2017,Round 2,Sat,Mar 11th,3:00pm,Newcastle,34,Gold Coast Titans,26,"H. Perenara, P. Gough",McDonald Jones,"12,869",
2017,Round 2,Sun,Mar 12th,6:30pm,St George Illawarra,16,Parramatta,34,"D. Munro, C. Sutton",WIN Stadium,"16,023",
2017,Round 2,Sun,Mar 12th,4:00pm,Wests Tigers,2,Penrith,36,"G. Sutton, M. Noyen",Campbelltown,"12,232",
2017,Round 3,Thu,Mar 16th,8:05pm,Melbourne,14,Brisbane,12,"G. Sutton, M. Noyen",AAMI Park,"16,334",
2017,Round 3,Fri,Mar 17th,8:00pm,Canterbury,24,Warriors,12,"G. Badger, J. Stone",Forsyth Barr,"10,238",
2017,Round 3,Fri,Mar 17th,8:05pm,Gold Coast Titans,26,Parramatta,14,"A. Klein, C. James",CBUS,"11,612",
2017,Round 3,Sat,Mar 18th,4:30pm,Newcastle,18,South Sydney,24,"D. Munro, C. Sutton",McDonald Jones,"15,212",
2017,Round 3,Sat,Mar 18th,8:00pm,North Queensland,8,Manly Warringah,30,"H. Perenara, P. Gough",1300SMILES,"14,763",
2017,Round 3,Sat,Mar 18th,7:00pm,Penrith,12,Sydney,14,"G. Atkins, C. Butler",Pepper Stadium,"11,044",
2017,Round 3,Sun,Mar 19th,4:00pm,Canberra,46,Wests Tigers,6,"M. Cecchin, A. Shortall",GIO Stadium,"15,628",
2017,Round 3,Sun,Mar 19th,6:30pm,Cronulla,10,St George Illawarra,16,"B. Cummins, A. Gee",Southern Cross,"14,247",
2017,Round 4,Thu,Mar 23rd,8:05pm,South Sydney,6,Sydney,20,"G. Sutton, A. Shortall",ANZ,"10,479",
2017,Round 4,Fri,Mar 24th,7:05pm,Brisbane,13,Canberra,12,"A. Klein, A. Gee",Suncorp,"29,370",
2017,Round 4,Fri,Mar 24th,6:00pm,Penrith,40,Newcastle,0,"H. Perenara, G. Reynolds",Pepper Stadium,"10,567",
2017,Round 4,Sat,Mar 25th,8:05pm,Gold Coast Titans,26,North Queensland,32,"G. Atkins, M. Noyen",CBUS,"17,674",
2017,Round 4,Sat,Mar 25th,4:30pm,Manly Warringah,36,Canterbury,0,"G. Badger, J. Stone",Lottoland,"9,610",
2017,Round 4,Sat,Mar 25th,7:00pm,Parramatta,6,Cronulla,20,"M. Cecchin, C. James",ANZ,"17,003",
2017,Round 4,Sun,Mar 26th,6:30pm,St George Illawarra,26,Warriors,12,"D. Munro, C. Sutton",UOW Jubilee,"11,608",
2017,Round 4,Sun,Mar 26th,4:00pm,Wests Tigers,14,Melbourne,22,"B. Cummins, C. Butler",Leichhardt,"12,649",
2017,Round 5,Thu,Mar 30th,8:05pm,Canterbury,10,Brisbane,7,"M. Cecchin, C. James",ANZ,"7,412",
2017,Round 5,Fri,Mar 31st,7:05pm,North Queensland,20,South Sydney,6,"G. Badger, J. Stone",1300SMILES,"13,671",
2017,Round 5,Fri,Mar 31st,6:00pm,Sydney,12,Manly Warringah,18,"B. Cummins, C. Butler",Allianz,"12,376",
2017,Round 5,Sat,Apr 1st,5:30pm,Canberra,30,Parramatta,18,"G. Sutton, A. Shortall",GIO Stadium,"17,653",
2017,Round 5,Sat,Apr 1st,3:00pm,Cronulla,19,Newcastle,18,"G. Atkins, C. Sutton",Southern Cross,"12,838",
2017,Round 5,Sat,Apr 1st,7:30pm,Melbourne,28,Penrith,6,"A. Klein, D. Munro",AAMI Park,"15,223",
2017,Round 5,Sun,Apr 2nd,4:00pm,Warriors,28,Gold Coast Titans,22,"A. Gee, G. Reynolds",Mt Smart,"10,263",
2017,Round 5,Sun,Apr 2nd,4:15pm,Wests Tigers,6,St George Illawarra,28,"H. Perenara, M. Noyen",ANZ,"13,172",
2017,Round 6,Thu,Apr 6th,7:50pm,Brisbane,32,Sydney,8,"G. Sutton, A. Shortall",Suncorp,"30,376",
2017,Round 6,Fri,Apr 7th,6:00pm,Newcastle,12,Canterbury,22,"A. Gee, G. Reynolds",McDonald Jones,"16,929",
2017,Round 6,Fri,Apr 7th,7:50pm,Penrith,20,South Sydney,21,"B. Cummins, D. Munro",Pepper Stadium,"15,535",
2017,Round 6,Sat,Apr 8th,5:30pm,Gold Coast Titans,16,Canberra,42,"A. Klein, C. Butler",CBUS,"12,390",
2017,Round 6,Sat,Apr 8th,3:00pm,Manly Warringah,10,St George Illawarra,35,"G. Badger, C. James",Lottoland,"11,654",
2017,Round 6,Sat,Apr 8th,7:30pm,North Queensland,16,Wests Tigers,26,"G. Atkins, C. Sutton",1300SMILES,"15,424",
2017,Round 6,Sun,Apr 9th,4:00pm,Melbourne,2,Cronulla,11,"M. Cecchin, B. Sutton",AAMI Park,"12,694",
2017,Round 6,Sun,Apr 9th,2:00pm,Warriors,22,Parramatta,10,"H. Perenara, M. Noyen",Mt Smart,"13,526",
2017,Round 7,Fri,Apr 14th,7:50pm,Brisbane,24,Gold Coast Titans,22,"G. Atkins, C. Sutton",Suncorp,"34,592",
2017,Round 7,Fri,Apr 14th,4:00pm,Canterbury,24,South Sydney,9,"M. Cecchin, A. Shortall",ANZ,"35,984",
2017,Round 7,Fri,Apr 14th,6:00pm,Newcastle,6,Sydney,24,"G. Badger, C. James",McDonald Jones,"21,412",
2017,Round 7,Sat,Apr 15th,5:30pm,Canberra,20,Warriors,8,"A. Gee, G. Reynolds",GIO Stadium,"13,996",
2017,Round 7,Sat,Apr 15th,3:00pm,Manly Warringah,26,Melbourne,30,"A. Klein, C. Butler",Lottoland,"10,144",
2017,Round 7,Sat,Apr 15th,7:30pm,St George Illawarra,28,North Queensland,22,"H. Perenara, M. Noyen",WIN Stadium,"13,886",
2017,Round 7,Sun,Apr 16th,4:00pm,Penrith,2,Cronulla,28,"G. Sutton, P. Gough",Pepper Stadium,"15,780",
2017,Round 7,Mon,Apr 17th,4:00pm,Parramatta,26,Wests Tigers,22,"B. Cummins, D. Munro",ANZ,"28,249",
2017,Round 8,Fri,Apr 21st,6:00pm,Canberra,18,Manly Warringah,20,"G. Atkins, C. Sutton",GIO Stadium,"15,976",
2017,Round 8,Fri,Apr 21st,7:50pm,South Sydney,24,Brisbane,25,"A. Klein, C. Butler",ANZ,"11,083",
2017,Round 8,Sat,Apr 22nd,7:30pm,Cronulla,12,Gold Coast Titans,16,"H. Perenara, C. James",Southern Cross,"12,397",
2017,Round 8,Sat,Apr 22nd,5:30pm,North Queensland,24,Newcastle,12,"A. Gee, G. Reynolds",1300SMILES,"13,878",
2017,Round 8,Sat,Apr 22nd,3:00pm,Parramatta,18,Penrith,12,"G. Badger, J. Stone",ANZ,"14,071",
2017,Round 8,Sun,Apr 23rd,4:00pm,Wests Tigers,18,Canterbury,12,"G. Sutton, P. Gough",ANZ,"19,303",
2017,Round 8,Tue,Apr 25th,7:00pm,Melbourne,20,Warriors,14,"B. Cummins, D. Munro",AAMI Park,"22,153",
2017,Round 8,Tue,Apr 25th,4:15pm,Sydney,13,St George Illawarra,12,"M. Cecchin, A. Shortall",Allianz,"40,864",
2017,Round 9,Thu,Apr 27th,7:50pm,Brisbane,32,Penrith,18,"G. Sutton, P. Gough",Suncorp,"21,464",
2017,Round 9,Fri,Apr 28th,7:30pm,North Queensland,6,Parramatta,26,"G. Atkins, C. Sutton",1300SMILES,"14,247",
2017,Round 9,Fri,Apr 28th,6:00pm,South Sydney,8,Manly Warringah,46,"G. Badger, G. Reynolds",Allianz,"10,594",
2017,Round 9,Sat,Apr 29th,5:30pm,Canterbury,16,Canberra,10,"H. Perenara, C. James",ANZ,"13,390",
2017,Round 9,Sat,Apr 29th,3:00pm,Gold Coast Titans,38,Newcastle,8,"D. Munro, A. Shortall",CBUS,"10,511",
2017,Round 9,Sat,Apr 29th,7:30pm,Wests Tigers,16,Cronulla,22,"B. Cummins, A. Gee",Leichhardt,"13,405",
2017,Round 9,Sun,Apr 30th,4:00pm,St George Illawarra,22,Melbourne,34,"M. Cecchin, C. Butler",WIN Stadium,"12,377",
2017,Round 9,Sun,Apr 30th,2:00pm,Warriors,14,Sydney,13,"A. Klein, J. Stone",Mt Smart,"13,128",
2017,Round 10,Thu,May 11th,7:50pm,Canterbury,14,North Queensland,30,"M. Cecchin, A. Gee",ANZ,"8,122",
2017,Round 10,Fri,May 12th,6:00pm,St George Illawarra,14,Cronulla,18,"G. Sutton, C. Butler",UOW Jubilee,"15,927",
2017,Round 10,Fri,May 12th,8:00pm,Wests Tigers,8,South Sydney,28,"H. Perenara, C. James",ANZ,"12,213",
2017,Round 10,Sat,May 13th,7:50pm,Manly Warringah,14,Brisbane,24,"A. Klein, J. Stone",Suncorp,"44,127",
2017,Round 10,Sat,May 13th,5:30pm,Melbourne,36,Gold Coast Titans,38,"D. Munro, A. Shortall",Suncorp,"44,127",
2017,Round 10,Sat,May 13th,3:00pm,Penrith,36,Warriors,28,"B. Cummins, C. Sutton",Pepper Stadium,"11,588",
2017,Round 10,Sun,May 14th,2:00pm,Newcastle,34,Canberra,20,"G. Badger, P. Gough",McDonald Jones,"10,997",
2017,Round 10,Sun,May 14th,4:00pm,Sydney,48,Parramatta,10,"G. Atkins, G. Reynolds",Allianz,"10,467",
2017,Round 11,Thu,May 18th,7:50pm,Cronulla,18,North Queensland,14,"A. Klein, A. Shortall",Southern Cross,"8,557",
2017,Round 11,Fri,May 19th,7:50pm,Brisbane,36,Wests Tigers,0,"G. Atkins, G. Reynolds",Suncorp,"21,197",
2017,Round 11,Fri,May 19th,8:00pm,Warriors,14,St George Illawarra,30,"H. Perenara, P. Gough",FMG,"11,108",
2017,Round 11,Sat,May 20th,5:30pm,Gold Coast Titans,10,Manly Warringah,30,"M. Cecchin, A. Gee",CBUS,"12,509",
2017,Round 11,Sat,May 20th,7:30pm,Parramatta,16,Canberra,22,"B. Cummins, C. Sutton",ANZ,"10,074",
2017,Round 11,Sun,May 21st,4:00pm,Canterbury,18,Sydney,24,"G. Sutton, A. Shortall",ANZ,"15,090",
2017,Round 11,Sun,May 21st,2:00pm,Newcastle,20,Penrith,30,"D. Munro, C. James",McDonald Jones,"13,319",
2017,Round 11,Sun,May 21st,4:30pm,South Sydney,6,Melbourne,14,"G. Badger, J. Stone",nib Stadium,"11,433",
2017,Round 12,Fri,May 26th,7:50pm,South Sydney,16,Parramatta,22,"G. Atkins, A. Shortall",ANZ,"14,218",
2017,Round 12,Sat,May 27th,7:30pm,Cronulla,9,Canterbury,8,"B. Cummins, G. Badger",Southern Cross,"20,497",
2017,Round 12,Sat,May 27th,7:30pm,Warriors,28,Brisbane,10,"A. Gee, G. Reynolds",Mt Smart,"13,826",
2017,Round 12,Sun,May 28th,4:00pm,Canberra,24,Sydney,16,"H. Perenara, D. Munro",GIO Stadium,"14,786",
2017,Round 13,Fri,Jun 2nd,6:00pm,Melbourne,40,Newcastle,12,"A. Gee, G. Reynolds",AAMI Park,"11,070",
2017,Round 13,Fri,Jun 2nd,7:50pm,Parramatta,32,Warriors,24,"A. Klein, C. Sutton",ANZ,"9,489",
2017,Round 13,Sat,Jun 3rd,7:30pm,North Queensland,20,Gold Coast Titans,8,"H. Perenara, C. James",1300SMILES,"14,612",
2017,Round 13,Sat,Jun 3rd,3:00pm,St George Illawarra,16,Wests Tigers,12,"G. Badger, P. Gough",ANZ,"12,983",
2017,Round 13,Sat,Jun 3rd,5:30pm,Sydney,18,Brisbane,16,"B. Cummins, D. Munro",Allianz,"12,236",
2017,Round 13,Sun,Jun 4th,4:00pm,Canterbury,0,Penrith,38,"G. Atkins, A. Shortall",ANZ,"11,283",
2017,Round 13,Sun,Jun 4th,2:00pm,Manly Warringah,21,Canberra,20,"G. Sutton, C. Butler",Lottoland,"11,318",
2017,Round 14,Thu,Jun 8th,7:50pm,Cronulla,13,Melbourne,18,"M. Cecchin, G. Badger",Southern Cross,"7,912",
2017,Round 14,Fri,Jun 9th,7:50pm,Brisbane,24,South Sydney,18,"G. Sutton, P. Gough",Suncorp,"30,578",
2017,Round 14,Fri,Jun 9th,6:00pm,Manly Warringah,18,Newcastle,14,"A. Klein, J. Stone",Lottoland,"4,189",
2017,Round 14,Sat,Jun 10th,3:00pm,Gold Coast Titans,12,Warriors,34,"D. Munro, C. Sutton",CBUS,"14,067",
2017,Round 14,Sat,Jun 10th,7:30pm,Parramatta,6,North Queensland,32,"A. Gee, G. Reynolds",TIO Stadium,"11,968",
2017,Round 14,Sat,Jun 10th,5:30pm,Penrith,24,Canberra,20,"H. Perenara, C. James",Carrington,"8,730",
2017,Round 14,Sun,Jun 11th,4:00pm,Wests Tigers,18,Sydney,40,"G. Atkins, A. Shortall",Campbelltown,"10,066",
2017,Round 14,Mon,Jun 12th,4:00pm,Canterbury,16,St George Illawarra,2,"B. Cummins, G. Badger",ANZ,"24,083",
2017,Round 15,Fri,Jun 16th,7:50pm,South Sydney,36,Gold Coast Titans,20,"A. Klein, A. Shortall",ANZ,"7,163",
2017,Round 15,Sat,Jun 17th,7:30pm,Cronulla,24,Wests Tigers,22,"H. Perenara, D. Munro",Southern Cross,"11,695",
2017,Round 15,Sat,Jun 17th,5:30pm,Melbourne,23,North Queensland,22,"B. Cummins, A. Gee",AAMI Park,"17,124",
2017,Round 15,Sun,Jun 18th,4:00pm,Parramatta,24,St George Illawarra,10,"G. Atkins, C. Sutton",ANZ,"13,559",
2017,Round 16,Fri,Jun 23rd,8:00pm,Warriors,21,Canterbury,14,"A. Klein, P. Gough",Mt Smart,"13,476",
2017,Round 16,Fri,Jun 23rd,7:50pm,Wests Tigers,14,Gold Coast Titans,26,"G. Badger, J. Stone",Campbelltown,"6,891",
2017,Round 16,Sat,Jun 24th,5:30pm,Canberra,20,Brisbane,30,"H. Perenara, D. Munro",GIO Stadium,"15,652",
2017,Round 16,Sat,Jun 24th,3:00pm,North Queensland,14,Penrith,12,"G. Atkins, C. Sutton",1300SMILES,"17,876",
2017,Round 16,Sat,Jun 24th,7:30pm,Sydney,25,Melbourne,24,"M. Cecchin, A. Shortall",Adelaide,"21,492",
2017,Round 16,Sun,Jun 25th,4:00pm,Cronulla,18,Manly Warringah,35,"B. Cummins, C. Butler",Southern Cross,"14,766",
2017,Round 16,Sun,Jun 25th,2:00pm,St George Illawarra,32,Newcastle,28,"A. Gee, G. Reynolds",UOW Jubilee,"10,174",
2017,Round 17,Thu,Jun 29th,7:50pm,Parramatta,13,Canterbury,12,"H. Perenara, D. Munro",ANZ,"14,061",
2017,Round 17,Fri,Jun 30th,7:50pm,Brisbane,12,Melbourne,42,"A. Klein, A. Gee",Suncorp,"41,471",
2017,Round 17,Fri,Jun 30th,6:00pm,Gold Coast Titans,20,St George Illawarra,10,"G. Atkins, C. Sutton",CBUS,"13,140",
2017,Round 17,Sat,Jul 1st,7:30pm,Canberra,18,North Queensland,31,"B. Cummins, P. Gough",GIO Stadium,"10,266",
2017,Round 17,Sat,Jul 1st,3:30pm,Manly Warringah,26,Warriors,22,"G. Badger, T. Roby",nib Stadium,"6,258",
2017,Round 17,Sat,Jul 1st,3:00pm,Sydney,12,Cronulla,44,"G. Sutton, C. James",Central Coast,"20,060",
2017,Round 17,Sun,Jul 2nd,2:00pm,Newcastle,12,Wests Tigers,33,"G. Reynolds, A. Shortall",McDonald Jones,"19,531",
2017,Round 17,Sun,Jul 2nd,4:00pm,South Sydney,42,Penrith,14,"M. Cecchin, J. Stone",ANZ,"14,103",
2017,Round 18,Fri,Jul 7th,7:50pm,Sydney,14,South Sydney,12,"A. Klein, D. Munro",Allianz,"16,245",
2017,Round 18,Sat,Jul 8th,7:30pm,Melbourne,6,Parramatta,22,"G. Badger, J. Stone",AAMI Park,"13,593",
2017,Round 18,Sat,Jul 8th,5:30pm,Penrith,16,Manly Warringah,8,"H. Perenara, C. James",Pepper Stadium,"14,625",
2017,Round 18,Sun,Jul 9th,4:00pm,Canterbury,20,Newcastle,18,"B. Cummins, G. Reynolds",Belmore,"13,103",
2017,Round 19,Fri,Jul 14th,7:50pm,Canberra,18,St George Illawarra,14,"G. Atkins, C. Sutton",GIO Stadium,"10,977",
2017,Round 19,Fri,Jul 14th,8:00pm,Warriors,22,Penrith,34,"G. Reynolds, A. Shortall",Mt Smart,"13,076",
2017,Round 19,Sat,Jul 15th,7:30pm,Gold Coast Titans,30,Cronulla,10,"A. Klein, D. Munro",CBUS,"14,333",
2017,Round 19,Sat,Jul 15th,5:30pm,Newcastle,22,Brisbane,34,"A. Gee, C. James",McDonald Jones,"13,773",
2017,Round 19,Sun,Jul 16th,2:00pm,Manly Warringah,28,Wests Tigers,16,"G. Sutton, T. Roby",Lottoland,"14,128",
2017,Round 19,Sun,Jul 16th,4:00pm,South Sydney,10,North Queensland,23,"G. Badger, J. Stone",Barlow Park,"11,217",
2017,Round 20,Thu,Jul 20th,7:50pm,Brisbane,42,Canterbury,12,"G. Atkins, C. Sutton",Suncorp,"24,267",
2017,Round 20,Fri,Jul 21st,7:50pm,Cronulla,26,South Sydney,12,"A. Gee, B. Cummins",Southern Cross,"12,123",
